cik,benford_p,name
1289460,4.7654984665120075e-12,"TEXAS ROADHOUSE, INC."
1289490,6.147667985858836e-06,EXTRA SPACE STORAGE INC.
1289636,0.00023199781814221577,PROFIRE ENERGY INC
1289790,7.202985311644959e-05,MACQUARIE INFRASTRUCTURE CORP
1289848,2.2238980708863774e-09,HURON CONSULTING GROUP INC.
1289945,1.0488679809961872e-10,"SPOK HOLDINGS, INC"
1290677,7.818121270384247e-20,"TURNING POINT BRANDS, INC."
1290900,0.006629456071394839,"COMMERCIAL VEHICLE GROUP, INC."
1291855,6.56794160925727e-07,SUPERCOM LTD
1293310,0.0035513454925700837,"HUMANIGEN, INC"
1293971,7.365281397919398e-06,"BLUEBIRD BIO, INC."
1294133,1.185682679388784e-13,INOGEN INC
1294404,0.023580661725236016,FANG HOLDINGS LTD
1295810,6.894280733301373e-06,"SUNSTONE HOTEL INVESTORS, INC."
1295947,6.803509373454223e-18,PRESTIGE CONSUMER HEALTHCARE INC.
1296205,0.03862330860385679,ZAGG INC
1296435,0.001724586956958305,NEENAH INC
1296445,0.00010505718885715147,"ORMAT TECHNOLOGIES, INC."
1296484,7.731365304489249e-10,TOP SHIPS INC.
1296774,9.941868081156498e-06,THE9 LTD
1296884,0.01562576778976773,"LIGHTSTONE VALUE PLUS REAL ESTATE INVESTMENT TRUST, INC."
1296884,0.01562576778976773,"LIGHTSTONE VALUE PLUS REIT I, INC."
1297184,0.0011666783451489103,"AMPHASTAR PHARMACEUTICALS, INC."
1297830,0.0031650448683173634,CHINA FINANCE ONLINE CO. LTD
1297996,0.0007947118866588279,"DIGITAL REALTY TRUST, INC."
1298675,9.371207697730398e-17,CUBESMART
1298946,0.02692712517259261,DIAMONDROCK HOSPITALITY CO
1299130,0.0023303465319149115,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC."
1300514,0.02060220078243809,LAS VEGAS SANDS CORP
1300524,1.5282492494332846e-11,AMERICAN INTERNATIONAL HOLDINGS CORP.
1300699,2.603919324050712e-10,"ATHENEX, INC."
1300734,0.001834994174726724,"SHINECO, INC."
1300781,4.413941578875962e-05,"DH ENCHANTMENT, INC."
1300938,0.00010379966740046744,"ABCO ENERGY, INC."
1301787,0.027730137890940858,BLUELINX HOLDINGS INC.
1302028,1.0864232546453187e-13,"MANITEX INTERNATIONAL, INC."
1302387,0.011679193450483495,"BV FINANCIAL, INC."
1303313,4.174043285703067e-06,"LHC GROUP, INC"
1303942,2.4729074028118725e-28,BANKFINANCIAL CORP
1304161,0.0008625869954324387,"PHARMA-BIO SERV, INC."
1304280,0.04655292630115044,NOVELIS INC.
1304421,4.897510099347651e-13,"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC."
1304492,0.00019299688082186588,ANTERIX INC.
1304730,0.015716428054343267,HQDA ELDERLY LIFE NETWORK CORP.
1304741,0.0033292087893892273,CANNAGISTICS INC.
1305168,0.01265300160069058,"ARC DOCUMENT SOLUTIONS, INC."
1305323,5.162519537126402e-12,ZOVIO INC
1305773,3.878584937082965e-08,CONFORMIS INC
1306830,0.04859120554445846,CELANESE CORP
1307748,0.0006289607288038485,INVENTRUST PROPERTIES CORP.
1307954,0.002635335544305753,HUNTSMAN CORP
1308106,7.762157456143152e-05,TEEKAY LNG PARTNERS L.P.
1308106,7.762157456143152e-05,SEAPEAK LLC
1308208,5.889552409157143e-05,"UNIVERSAL LOGISTICS HOLDINGS, INC."
1308547,0.00045167783150396794,"DOLBY LABORATORIES, INC."
1308569,9.122806298306046e-08,MAJOR LEAGUE FOOTBALL INC
1308606,6.35913192055924e-10,"SPIRIT REALTY CAPITAL, INC."
1309057,5.217309290701624e-10,"CHINA HEALTH INDUSTRIES HOLDINGS, INC."
1309082,0.02414268692850426,"CAMBER ENERGY, INC."
1309108,0.040550227026194895,WEX INC.
1309402,0.0002992060982396086,GREEN PLAINS INC.
1310383,0.01379581048031432,"SUMMIT HEALTHCARE REIT, INC"
1310488,6.320405124718503e-05,"BIOFORCE NANOSCIENCES HOLDINGS, INC."
1310630,3.562840948376599e-10,CHINA FOODS HOLDINGS LTD.
1311370,2.7248175207628832e-05,LAZARD LTD
1311370,2.7248175207628832e-05,"LAZARD, INC."
1313275,1.9890608770408413e-10,BRIGHTCOVE INC
1314196,2.4806166329300683e-09,"OLB GROUP, INC."
1314727,0.030005453228917928,SONOS INC
1314772,0.0012802567200996121,"SUMMER INFANT, INC."
1315255,9.933657749369176e-06,"GTT COMMUNICATIONS, INC."
1315257,0.045242880061591585,KOPPERS HOLDINGS INC.
13156,0.007526034326775163,"GALAXY GAMING, INC."
1316517,3.94924118296799e-05,"KANDI TECHNOLOGIES GROUP, INC."
1317630,1.5743330374602189e-27,ITC HOLDINGS CORP.
1317945,2.4774480132857077e-05,"OMEGA FLEX, INC."
1318008,3.7827963276791827e-06,ZUMIEZ INC
1318084,0.001357977158370737,"CORE-MARK HOLDING COMPANY, INC."
1318220,0.00011710672860350545,"WASTE CONNECTIONS, INC."
1318268,9.920301270403202e-07,MADISON TECHNOLOGIES INC.
1318482,0.046075352459025984,KIDOZ INC.
1318484,2.8451495435875392e-06,CITI TRENDS INC
1318568,0.02416407850626324,EVERI HOLDINGS INC.
1318605,7.690252899448656e-05,"TESLA, INC."
1318641,0.014144368315637245,CLEVELAND BIOLABS INC
1318641,0.014144368315637245,"CYTOCOM, INC."
1318641,0.014144368315637245,"STATERA BIOPHARMA, INC."
1318885,0.0012567878560247796,DIANA SHIPPING INC.
1319229,9.304224685501043e-12,TRANSMONTAIGNE PARTNERS LLC
1319947,6.771545867305594e-07,DESIGNER BRANDS INC.
1320350,2.8875175659047584e-05,"LENSAR, INC."
1320414,1.2115495405794575e-05,SELECT MEDICAL HOLDINGS CORP
1320461,2.355816088813243e-12,COOPER-STANDARD HOLDINGS INC.
1320695,4.066641197281735e-06,"TREEHOUSE FOODS, INC."
1321732,4.583762203664099e-05,PENUMBRA INC
1321828,0.002797090295553645,DATA CALL TECHNOLOGIES
1321834,0.006063143228264727,"AKERS BIOSCIENCES, INC."
1321834,0.006063143228264727,"MYMD PHARMACEUTICALS, INC."
1321834,0.006063143228264727,"TNF PHARMACEUTICALS, INC."
1324272,4.638724779927406e-12,"RUTHS HOSPITALITY GROUP, INC."
1324404,0.029503409223004387,"CF INDUSTRIES HOLDINGS, INC."
1324424,0.004343988395970509,"EXPEDIA GROUP, INC."
1324736,1.0796414059160481e-05,HERO TECHNOLOGIES INC.
1324948,0.03252784119882649,RBC BEARINGS INC
1325702,0.021390190927315172,MAGNACHIP SEMICONDUCTOR CORP
1325879,2.439842915003745e-18,AVEO PHARMACEUTICALS INC
1325879,2.439842915003745e-18,"AVEO PHARMACEUTICALS, INC."
1326110,0.0004949774165409557,"NANTKWEST, INC."
1326110,0.0004949774165409557,"IMMUNITYBIO, INC."
1326141,1.251882803895749e-05,LAZARD GROUP LLC
1326190,2.400078669977389e-06,"ALTIMMUNE, INC."
1326200,4.068557690050165e-11,GENCO SHIPPING & TRADING LTD
1326205,6.133241098716498e-07,"INDIA GLOBALIZATION CAPITAL, INC."
1326205,6.133241098716498e-07,"IGC PHARMA, INC."
1326706,0.0026781789562094595,"NANOVIBRONIX, INC."
1326732,9.53721219998012e-07,XENCOR INC
1326801,0.0003146399242946405,FACEBOOK INC
1326801,0.0003146399242946405,"META PLATFORMS, INC."
1327273,9.837484489717285e-22,"LYRA THERAPEUTICS, INC."
1327318,0.006890266399052595,"TRUECAR, INC."
1327607,0.013176002385383944,FIRST WESTERN FINANCIAL INC
1327688,3.551717042658197e-06,OOMA INC
1327978,0.014086308383732175,BLACK CREEK DIVERSIFIED PROPERTY FUND INC.
1327978,0.014086308383732175,ARES REAL ESTATE INCOME TRUST INC.
1328581,0.04554389163310975,BOISE CASCADE CO
1328919,1.5722101721558788e-05,STEALTHGAS INC.
1329394,4.923583413827751e-10,SILICON MOTION TECHNOLOGY CORP
1329606,2.67713539197858e-12,"CLEAN ENERGY TECHNOLOGIES, INC."
1330436,2.4184646177585626e-05,LIQUIDIA TECHNOLOGIES INC
1331612,0.0038315443888524287,"FRESH HARVEST PRODUCTS, INC."
1331612,0.0038315443888524287,"INNOVATIVE MEDTECH, INC."
1331875,0.002873239757778611,"FIDELITY NATIONAL FINANCIAL, INC."
1332349,0.00044708712528293364,BROOKDALE SENIOR LIVING INC.
1332551,0.022125183771257533,EXANTAS CAPITAL CORP.
1332551,0.022125183771257533,ACRES COMMERCIAL REALTY CORP.
1333172,0.00034478767324828453,NAVIOS MARITIME HOLDINGS INC.
1333274,4.193752782758972e-05,MERCER INTERNATIONAL INC.
1333493,8.079693174914353e-05,"EHEALTH, INC."
1333822,0.014420415663880368,SEMILEDS CORP
1333835,0.008389727286563753,CASA SYSTEMS INC
1333986,1.6286208268588191e-09,"EQUITABLE HOLDINGS, INC."
1334036,0.003885480348874186,"CROCS, INC."
1334325,9.432217830335497e-07,"CODA OCTOPUS GROUP, INC."
1334933,4.620898040415365e-10,URANIUM ENERGY CORP
1334978,9.003610766452621e-07,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC."
1335112,7.112221580236751e-10,"WEYLAND TECH, INC."
1335112,7.112221580236751e-10,"LOGIQ, INC."
1336047,5.64675188341369e-11,"BOARDWALK PIPELINE PARTNERS, LP"
1336917,0.0004973189719554801,"UNDER ARMOUR, INC."
1337013,0.011420389565732313,"INFUSYSTEM HOLDINGS, INC"
1337117,9.223838752355173e-16,ITURAN LOCATION & CONTROL LTD.
1337553,0.0013296976470585464,AERIE PHARMACEUTICALS INC
1338065,0.001078004834081343,"DCP MIDSTREAM, LP"
1338749,0.0031248127181950523,POTLATCHDELTIC CORP
1338929,0.024117504743541338,"GLOBAL FIBER TECHNOLOGIES, INC."
1338929,0.024117504743541338,"AUTHENTIC HOLDINGS, INC."
1339005,0.0004730180942792343,FEMASYS INC
1339605,5.101102246700739e-07,"H&E EQUIPMENT SERVICES, INC."
1339970,1.8389838082136895e-05,ATYR PHARMA INC
1340476,1.6133477991213496e-10,DIRTT ENVIRONMENTAL SOLUTIONS LTD
1341141,0.009014026622454853,"CATCHMARK TIMBER TRUST, INC."
1341170,0.03828424966000806,EUROSEAS LTD.
1341318,4.233135109454624e-06,"LAKE SHORE BANCORP, INC."
1341439,6.8188196165932405e-06,ORACLE CORP
1341766,0.04101404096083276,"CELSIUS HOLDINGS, INC."
1342287,1.3301509686486806e-10,GENERAL FINANCE CORP
1342423,5.212061512907963e-07,LIMONEIRA CO
1342916,0.0004510626198851006,"HNO INTERNATIONAL, INC."
1342958,0.0033607976318099616,DIGITAL ALLY INC
1342958,0.0033607976318099616,"DIGITAL ALLY, INC."
1343465,0.0006998744978759283,SUN PACIFIC HOLDING CORP.
1345016,1.3393687130124379e-05,YELP INC
1345126,0.030637196748979315,COMPASS DIVERSIFIED HOLDINGS
1346610,4.556946316722663e-06,CHINA RAPID FINANCE LTD
1346610,4.556946316722663e-06,SOS LTD
1346655,5.796188237098176e-12,"CMG HOLDINGS GROUP, INC."
1346830,9.314052557881188e-07,"CARA THERAPEUTICS, INC."
1346980,1.0075247354120946e-06,"CHAPARRAL ENERGY, INC."
1347178,3.2520798599857277e-10,VANDA PHARMACEUTICALS INC.
1347242,0.0029208978972806725,LIPELLA PHARMACEUTICALS INC
1347242,0.0029208978972806725,LIPELLA PHARMACEUTICALS INC.
1347652,0.00012555029947851915,"CORENERGY INFRASTRUCTURE TRUST, INC."
1347858,8.21436431203961e-07,"22ND CENTURY GROUP, INC."
1348362,0.007129179847354372,LEXARIA BIOSCIENCE CORP.
1348911,0.009725075858448146,"KALVISTA PHARMACEUTICALS, INC."
1349436,0.04027487474049666,SANDRIDGE ENERGY INC
1350102,7.649361377643662e-98,"ASCENT SOLAR TECHNOLOGIES, INC."
1350381,0.00016355798353821395,INNERWORKINGS INC
1350420,0.04704305227868039,"LINCOLNWAY ENERGY, LLC"
1351051,0.015627011303765113,"GENESIS HEALTHCARE, INC."
1351285,2.6220357892807946e-05,ROSETTA STONE INC
1351573,0.0021525278742837812,"PURE HARVEST CANNABIS GROUP, INC."
1351573,0.0021525278742837812,"PURE HARVEST CORPORATE GROUP, INC."
1352010,0.0002804634326328028,"EPAM SYSTEMS, INC."
1352081,0.00013578956160476875,CARDINAL ETHANOL LLC
1353283,0.0023368850604780222,SPLUNK INC
1353611,0.0005475961739340783,INVESCO CURRENCYSHARES BRITISH POUND STERLING TRUST
1353614,3.4279245300570103e-07,INVESCO CURRENCYSHARES AUSTRALIAN DOLLAR TRUST
1353615,0.0001786482343684049,INVESCO CURRENCYSHARES SWISS FRANC TRUST
1355096,0.020214706046025422,"QURATE RETAIL, INC."
1355250,4.715291411295943e-13,INNOVATION PHARMACEUTICALS INC.
1355677,0.014617579486876564,MEXUS GOLD US
1355790,0.021104329589636234,INTERNATIONAL STEM CELL CORP
1356090,5.9137777879134146e-05,"PRECIGEN, INC."
1356115,0.021279794776703977,NEXPOINT DIVERSIFIED REAL ESTATE TRUST
1356576,0.0002662889814309029,"SUPERNUS PHARMACEUTICALS, INC."
1356949,8.160173486288435e-25,HOUSTON WIRE & CABLE CO
1357204,0.007422838410024896,"DUNKIN' BRANDS GROUP, INC."
1357450,1.3699096466524916e-07,"HOLLYSYS AUTOMATION TECHNOLOGIES, LTD."
1357459,0.00019379302706243752,"SENECA BIOPHARMA, INC."
1357459,0.00019379302706243752,"PALISADE BIO, INC."
1357615,3.5563956892652686e-06,"KBR, INC."
1357671,1.450731191129649e-09,"JERRICK MEDIA HOLDINGS, INC."
1357671,1.450731191129649e-09,"CREATD, INC."
1357971,0.005231818801881889,ENERGY SERVICES OF AMERICA CORP
1358190,6.069782827744999e-07,"IT TECH PACKAGING, INC."
1358356,0.012745081715041186,"LIMESTONE BANCORP, INC."
1358403,4.1975361520568e-13,"BELLICUM PHARMACEUTICALS, INC"
1358633,0.00010427935530897709,"INTELLIGENT BUYING, INC."
1358633,0.00010427935530897709,SENTIENT BRANDS HOLDINGS INC.
1358762,0.009234197271977522,REATA PHARMACEUTICALS INC
1359687,9.060965470824418e-06,"RED TRAIL ENERGY, LLC"
1359841,1.8031546005184943e-08,HANESBRANDS INC.
1360442,2.1570361054986037e-06,"CANNABIS SATIVA, INC."
1360442,2.1570361054986037e-06,"DOGECOIN CASH, INC."
1360565,2.0368938132816916e-06,"WHERE FOOD COMES FROM, INC."
1360604,0.0014660615344157994,"HEALTHCARE TRUST OF AMERICA, INC."
1360604,0.0014660615344157994,HEALTHCARE REALTY TRUST INC
1360901,3.142245726343589e-07,EVERCORE INC.
1361113,0.009386552038539527,VARONIS SYSTEMS INC
1361658,2.020991829597583e-05,"WYNDHAM DESTINATIONS, INC."
1361658,2.020991829597583e-05,TRAVEL & LEISURE CO.
1361983,3.4914392172665387e-05,ORBCOMM INC.
1362004,6.803108245155314e-05,"ICF INTERNATIONAL, INC."
1362190,0.002140117872811084,AUDIOEYE INC
1362468,0.000911802591075875,ALLEGIANT TRAVEL CO
1362705,1.2313914800203836e-06,SANCHEZ MIDSTREAM PARTNERS LP
1362705,1.2313914800203836e-06,EVOLVE TRANSITION INFRASTRUCTURE LP
1363829,0.008222146658957055,ENSTAR GROUP LTD
1364250,0.0006384991884264292,DOUGLAS EMMETT INC
1364479,1.0592586179718022e-05,HERC HOLDINGS INC
1364742,3.0645318717250536e-11,BLACKROCK INC.
1364954,0.019922009818420783,"CHEGG, INC"
1365135,1.270077080650549e-07,WESTERN UNION CO
1365357,0.002231306661532396,"ZZLL INFORMATION TECHNOLOGY, INC"
1365767,0.00022485479217036907,ALLOT LTD.
1365916,0.002061167247449352,"AMYRIS, INC."
1366561,0.027433329559565844,SMARTSHEET INC
1366744,1.8678018521415445e-10,HOMELAND ENERGY SOLUTIONS LLC
1367083,0.0190232835289354,"SONOMA PHARMACEUTICALS, INC."
1367920,0.0007114199336982483,"CONCERT PHARMACEUTICALS, INC."
1368148,2.1931123346652957e-09,"ATHERSYS, INC / NEW"
1368265,0.042433744510957445,CLEAN ENERGY FUELS CORP.
1368365,0.006707540204434499,"REMARK HOLDINGS, INC."
1368458,7.16047383866707e-08,"SALLY BEAUTY HOLDINGS, INC."
1368514,7.189740669908779e-11,"ADMA BIOLOGICS, INC."
1368622,0.013511875640708255,AEROVIRONMENT INC
1368637,9.041832835031838e-06,PETROLIA ENERGY CORP
1368757,2.719268857527788e-09,"GTJ REIT, INC."
1369241,4.635283472450561e-06,DANAOS CORP
1369568,0.0025076886911684295,"CATALYST PHARMACEUTICALS, INC."
1369868,2.325683043865827e-06,"CHINA BIOLOGIC PRODUCTS HOLDINGS, INC."
1370053,5.5396414631681e-08,"ANAPTYSBIO, INC"
1370416,0.006032022163233928,WESTPORT FUEL SYSTEMS INC.
1370450,0.024945183275437675,"WILLDAN GROUP, INC."
1370637,8.691434692456757e-06,ETSY INC
1370946,0.013290108673600028,OWENS CORNING
1371217,0.027926868305811748,RESHAPE LIFESCIENCES INC.
1371451,0.0010888718085693715,HIGHWATER ETHANOL LLC
1371489,4.425521263124789e-07,INFORMATION SERVICES GROUP INC.
1372020,1.6582333652052707e-06,GREAT LAKES DREDGE & DOCK CORP
1372183,3.0767227751194926e-07,"MONAKER GROUP, INC."
1372183,3.0767227751194926e-07,NEXTPLAY TECHNOLOGIES INC.
1372299,3.492564276420075e-16,"OCUGEN, INC."
1372514,0.0040635861072948025,EYEGATE PHARMACEUTICALS INC
1372514,0.0040635861072948025,KIORA PHARMACEUTICALS INC
1372612,0.004515716495638095,BOX INC
1372920,2.1670020830653357e-21,NEW ORIENTAL EDUCATION & TECHNOLOGY GROUP INC.
1372954,0.03184899356781424,"GRYPHON RESOURCES, INC."
1372954,0.03184899356781424,AMERITRUST CORP
1373670,5.225861265627518e-07,"GREEN BRICK PARTNERS, INC."
1373707,0.04475886096653265,TETRAPHASE PHARMACEUTICALS INC
1374310,0.0010967388727053692,"CBOE GLOBAL MARKETS, INC."
1374328,0.016135179712207057,"FITLIFE BRANDS, INC."
1374535,1.0816116391792571e-10,ALTRA INDUSTRIAL MOTION CORP.
1375063,0.03791452049787708,SYNTHESIS ENERGY SYSTEMS INC
1375205,0.019130711949412595,UR-ENERGY INC
1375365,0.0034538209641457518,"SUPER MICRO COMPUTER, INC."
1375793,0.005861453740879548,GTX CORP
1375793,0.005861453740879548,"METALERT, INC."
1375877,0.00010315558790250945,CANADIAN SOLAR INC.
1376139,0.04212201030001568,CVR ENERGY INC
1376321,9.017606179684393e-05,"CHINANET ONLINE HOLDINGS, INC."
1376321,9.017606179684393e-05,ZW DATA ACTION TECHNOLOGIES INC.
1376339,6.635847521658673e-16,"MIMEDX GROUP, INC."
1376793,1.0282684521574695e-07,"CAVITATION TECHNOLOGIES, INC."
1376804,1.057875497204576e-10,"VNUE, INC."
1376986,0.005251125726814356,TENNESSEE VALLEY AUTHORITY
1377121,0.00011291209866763398,"PROTAGONIST THERAPEUTICS, INC"
1377167,0.002251511984164901,"FINANCIAL GRAVITY COMPANIES, INC."
1377178,0.009792983805837539,RIDGEWOOD ENERGY U FUND LLC
1377630,0.04195659883216576,"NATIONAL CINEMEDIA, INC."
1378140,0.04254286098284767,"OCEAN POWER TECHNOLOGIES, INC."
1378453,0.004651487123482781,TRAVELCENTERS OF AMERICA INC. /MD/
1378590,3.05944444836195e-10,"BRIDGELINE DIGITAL, INC."
1378624,0.036749531595757265,"CELLULAR BIOMEDICINE GROUP, INC."
1378992,1.8530840408396304e-05,"BERRY GLOBAL GROUP, INC."
1379041,0.003084284718430221,"EMPLOYERS HOLDINGS, INC."
1379043,0.0006901610066321011,"DUKE MOUNTAIN RESOURCES, INC."
1379043,0.0006901610066321011,"XTREME FIGHTING CHAMPIONSHIPS, INC."
1379245,0.0001518288036753182,"ENIGMA-BULWARK, LTD"
1379661,0.01314800118836922,TARGA RESOURCES PARTNERS LP
1380106,0.021823891284619666,"RAPID MICRO BIOSYSTEMS, INC."
1381074,0.000811518969517127,"FUWEI FILMS (HOLDINGS), CO. LTD."
1381074,0.000811518969517127,BAIJIAYUN GROUP LTD
1381240,0.02099315419273706,GSRX INDUSTRIES INC.
1381507,0.00466418303111553,"LIMEADE, INC"
1381871,1.5566289295033807e-05,"CRUZANI, INC."
1381871,1.5566289295033807e-05,"BOWMO, INC."
1382101,0.00026412440767014235,"SUTRO BIOPHARMA, INC."
1382298,0.030192807816343037,TEEKAY OFFSHORE PARTNERS L.P.
1382298,0.030192807816343037,ALTERA INFRASTRUCTURE L.P.
1382574,0.013631534210007913,"TRXADE GROUP, INC."
1382574,0.013631534210007913,"TRXADE HEALTH, INC"
1382574,0.013631534210007913,"SCIENTURE HOLDINGS, INC."
1382821,0.04282005519531562,REDFIN CORP
1383088,1.6613072551437564e-08,CYTTA CORP.
1383312,4.5329392260740765e-06,"BROADRIDGE FINANCIAL SOLUTIONS, INC."
1383650,1.6798039531379486e-05,"CHENIERE ENERGY PARTNERS, L.P."
1383701,7.759460216404155e-15,CONATUS PHARMACEUTICALS INC.
1383701,7.759460216404155e-15,HISTOGEN INC.
1384101,0.001459080584244969,"VERACYTE, INC."
1384195,0.007499314175615891,"RING ENERGY, INC."
1384905,0.02263050081711985,"RINGCENTRAL, INC."
1385157,0.00035358397187058263,TE CONNECTIVITY LTD.
1385157,0.00035358397187058263,TE CONNECTIVITY PLC
1385280,0.00036906063299750944,"CINEMARK HOLDINGS, INC."
1385329,0.0025558304164176094,"CREATIVE WASTE SOLUTIONS, INC."
1385613,2.8623118060133034e-05,"GREENLIGHT CAPITAL RE, LTD."
1385799,1.7160653273152887e-07,ADVANCED BIOMEDICAL TECHNOLOGIES INC.
1385849,0.011022451358983162,ENERGY FUELS INC
1386049,0.005999221074645534,"BEYOND COMMERCE, INC."
1386301,0.0001343368523610894,"RESEARCH SOLUTIONS, INC."
1386570,2.085946542108867e-12,CHROMADEX CORP.
1386716,0.011307663740101944,STAR BULK CARRIERS CORP.
1387061,0.001583814514589861,"LIGHTSTONE VALUE PLUS REAL ESTATE INVESTMENT TRUST V, INC."
1387061,0.001583814514589861,"LIGHTSTONE VALUE PLUS REIT V, INC."
1388295,2.6688463550590847e-06,ONEMETA INC.
1388320,0.013853958407046053,"ACTINIUM PHARMACEUTICALS, INC."
1388658,0.002075385173672571,"IRHYTHM TECHNOLOGIES, INC."
1389002,0.0010057304210912617,MARIN SOFTWARE INC
1389050,0.008577138181734726,"ARCHROCK, INC."
1389067,0.0022761341394374867,TAUTACHROME INC.
1389170,0.014881884294029792,TARGA RESOURCES CORP.
1389545,0.008038918915521732,"NOVABAY PHARMACEUTICALS, INC."
1390478,9.379700119356166e-06,"SELLAS LIFE SCIENCES GROUP, INC."
1390844,0.00048397271338573964,WABCO HOLDINGS INC.
1391127,0.029316463870694337,"LIMELIGHT NETWORKS, INC."
1391127,0.029316463870694337,"EDGIO, INC."
1391426,0.035957335051910344,CLEAN VISION CORP
1391933,0.0003797777643624369,QUAINT OAK BANCORP INC
1392091,2.055839393950575e-05,"BLUEKNIGHT ENERGY PARTNERS, L.P."
1392326,0.002834682089632509,CAPITAL PRODUCT PARTNERS L.P.
1392326,0.002834682089632509,CAPITAL CLEAN ENERGY CARRIERS CORP.
1392380,1.9172814171439383e-05,"GEVO, INC."
1392545,0.0009250923966630761,"LIGHTNING GAMING, INC."
1392972,0.005122116862847218,"PROS HOLDINGS, INC."
1393052,0.020663594434760044,VEEVA SYSTEMS INC
1393066,1.277156477670546e-08,RESOLUTE FOREST PRODUCTS INC.
1393311,9.545478015654702e-06,PUBLIC STORAGE
1393434,1.2386595224361925e-05,"OCULAR THERAPEUTIX, INC"
1393540,0.0012217170126068745,IGEN NETWORKS CORP
1393584,1.31593730626735e-07,AMERICAN WELL CORP
1393781,0.01566903771553556,WIKISOFT CORP.
1393781,0.01566903771553556,QUALITY INDUSTRIAL CORP.
1393818,0.04553620970071077,BLACKSTONE GROUP INC
1393818,0.04553620970071077,BLACKSTONE INC
1393818,0.04553620970071077,BLACKSTONE INC.
1393883,1.3912469646150827e-06,"DHI GROUP, INC."
1394319,2.678917871392415e-09,"TRACON PHARMACEUTICALS, INC."
1395585,0.0026416537050891254,FIRST TRINITY FINANCIAL CORP
1395937,6.274098473839064e-22,SYNDAX PHARMACEUTICALS INC
1396033,0.0004562260947477982,"LUMBER LIQUIDATORS HOLDINGS, INC."
1396033,0.0004562260947477982,"LL FLOORING HOLDINGS, INC."
1396536,5.486847505041221e-16,"DUOS TECHNOLOGIES GROUP, INC."
1396878,1.0653243604333862e-07,"UNITED STATES GASOLINE FUND, LP"
1397183,7.695209453785503e-05,"IVEDA SOLUTIONS, INC."
1397403,0.03472882325374061,IMH FINANCIAL CORP
1397911,0.02602318735543399,LPL FINANCIAL HOLDINGS INC.
1398137,0.035101671799733045,"GENERATION ALPHA, INC."
1398453,0.016682974809831986,"XINYUAN REAL ESTATE CO., LTD."
1398733,2.8494316978054273e-05,"AQUESTIVE THERAPEUTICS, INC."
1398987,0.00040574208971548505,REALOGY HOLDINGS CORP.
1398987,0.00040574208971548505,ANYWHERE REAL ESTATE INC.
1399249,0.02649761427246302,"PZENA INVESTMENT MANAGEMENT, INC."
1399306,0.04187354633408112,SIMLATUS CORP
1399306,0.04187354633408112,BREWBILT BREWING CO
1399520,0.0347543177223151,"ONE GROUP HOSPITALITY, INC."
1400118,3.2096049443828985e-10,SAGIMET BIOSCIENCES INC.
1400810,5.506043560138106e-05,"HCI GROUP, INC."
1400891,0.00021833540262006554,"IHEARTMEDIA, INC."
1401395,2.161032697967519e-07,NEPTUNE WELLNESS SOLUTIONS INC.
1401667,1.2354896069764562e-25,"PUMA BIOTECHNOLOGY, INC."
1401708,0.015337918247557541,NANOSTRING TECHNOLOGIES INC
1401914,4.319889234660191e-06,"DARE BIOSCIENCE, INC."
1402057,4.487876647356723e-21,CDW CORP
1402328,0.0003368708398067135,"SUNSHINE BIOPHARMA, INC"
1402328,0.0003368708398067135,SUNSHINE BIOPHARMA INC.
1402436,0.018077515790810975,SS&C TECHNOLOGIES HOLDINGS INC
1402479,8.086712332263028e-10,MYOS RENS TECHNOLOGY INC.
1402479,8.086712332263028e-10,"MEDAVAIL HOLDINGS, INC."
1402829,0.00019482306732233545,ORION GROUP HOLDINGS INC
1402945,0.00044826981165245217,PROGRESSIVE CARE INC.
1403161,0.011818178845377808,VISA INC.
1403256,1.0821813561038333e-05,"SCULPTOR CAPITAL MANAGEMENT, INC."
1403431,4.113692695785148e-08,"HERITAGE-CRYSTAL CLEAN, INC."
1403475,1.2401321367424916e-19,BANK OF MARIN BANCORP
1403528,3.7513699983275845e-17,"OAKTREE CAPITAL GROUP, LLC"
1403528,3.7513699983275845e-17,"BROOKFIELD OAKTREE HOLDINGS, LLC"
1403568,0.0024455183136634444,"ULTA BEAUTY, INC."
1403752,5.834904407636613e-05,ZYMEWORKS INC.
1403853,0.02900988249135094,"NUVERRA ENVIRONMENTAL SOLUTIONS, INC."
1404912,0.0002597590565710521,KKR & CO. INC.
1405495,9.534735934434778e-06,"INTERDIGITAL, INC."
1405513,0.001345795182491875,"UNITED STATES 12 MONTH NATURAL GAS FUND, LP"
1405528,8.39433731421999e-11,"UNITED STATES 12 MONTH OIL FUND, LP"
1406587,0.0025613100190327548,FORESTAR GROUP INC.
1407067,0.033119363054141836,FRANKLIN FINANCIAL NETWORK INC.
1407623,3.8501626407006426e-55,RETAIL OPPORTUNITY INVESTMENTS CORP
1407973,0.0029589261456012535,"SONENDO, INC."
1408057,0.04191821888790602,ICORECONNECT INC.
1408075,0.0001243346702401782,GRAPHIC PACKAGING HOLDING CO
1408100,2.331164569127387e-05,"KENNEDY-WILSON HOLDINGS, INC."
1408710,0.0016912063709847555,FABRINET
1409171,0.0023446543619422937,TITAN MACHINERY INC.
